"CustomerID;""Age"";""Gender"";""LocationType"";""Occupation"";""IncomeGroup"";""MaritalStatus"";""ProductType"";""PremiumAmount"";""CoverageAmount"";""RiskScore"";""ClaimsMade"";""BrowsingTime"";""PreferredDevice"";""PaymentMode"";""CampaignSource"";""ClickedOffer"";""PolicyRenewed"";""Churned"";""DependentsCount"";""AvgMonthlySpending"";""PagesViewed"";""SessionDuration"";""DaysSinceLastVisit"";""RegionTier"";""ReferralUsed"";""TravelDays"";""ChurnRiskScore"""
"777;23;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";569;200000;""High"";4;6.3;""Mobile"";""Credit Card"";""SMS"";0;0;1;3;3207;12;300.0;47;""Tier 3"";""No"";""3.0"";6.5"
"778;39;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""High"";0;5.3;""Mobile"";""Debit Card"";""App"";1;0;0;2;4450;11;18.5;84;""Tier 2"";""No"";"""";4.199999999999999"
"779;24;""Male"";""Semi-Urban"";""Freelancer"";""Middle"";""Single"";""Pocket Insurance"";567;300000;""Low"";2;11.5;""App"";""Debit Card"";""Email"";1;1;1;2;11947;16;13.0;51;""Tier 2"";""Yes"";"""";6.2"
"780;52;""Male"";""Semi-Urban"";""Teacher"";""Middle"";""Married"";""Health Insurance"";26392;750000;""High"";1;5.9;""App"";""Debit Card"";""App"";0;1;0;3;13647;19;24.4;63;""Tier 1"";""Yes"";"""";4.3"
"781;56;""Female"";""Semi-Urban"";""Engineer"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""Low"";4;12.2;""Desktop"";""NetBanking"";""Google Ads"";0;0;0;0;9357;6;6.9;58;""Tier 1"";""No"";"""";5.3999999999999995"
"782;56;""Female"";""Rural"";""Freelancer"";""Middle"";""Married"";""Travel Insurance"";641;200000;""Medium"";0;13.6;""App"";""NetBanking"";""Email"";0;0;0;3;14068;13;420.0;89;""Tier 2"";""Yes"";""10.0"";5.4"
"783;20;""Male"";""Urban"";""Freelancer"";""Middle"";""Married"";""Pocket Insurance"";303;10000;""Low"";1;10.4;""Mobile"";""NetBanking"";""Partner Site"";1;0;0;3;2631;6;17.7;29;""Tier 3"";""No"";"""";5.0"
"784;54;""Female"";""Rural"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";6419;1500000;""High"";0;13.3;""App"";""UPI"";""Google Ads"";1;0;0;2;14093;11;19.1;68;""Tier 1"";""Yes"";"""";4.1000000000000005"
"785;33;""Male"";""Urban"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";22777;10000000;""Low"";0;8.3;""Desktop"";""NetBanking"";""App"";1;1;0;3;11297;9;12.6;68;""Tier 3"";""Yes"";"""";3.7"
"786;51;""Female"";""Urban"";""Teacher"";""Middle"";""Married"";""Health Insurance"";21042;400000;""Medium"";0;10.0;""App"";""NetBanking"";""SMS"";0;1;0;1;10833;11;11.5;66;""Tier 3"";""No"";"""";4.3"
"787;52;""Female"";""Semi-Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";587;200000;""Medium"";2;7.4;""Desktop"";""UPI"";""Email"";1;1;1;1;14697;7;60.0;58;""Tier 2"";""No"";""10.0"";6.5"
"788;72;""Female"";""Semi-Urban"";""Engineer"";""Upper"";""Married"";""Travel Insurance"";622;200000;""Low"";1;9.7;""Desktop"";""UPI"";""Email"";0;0;0;3;12143;16;120.0;81;""Tier 1"";""No"";""14.0"";4.199999999999999"
"789;68;""Female"";""Urban"";""Retired"";""Middle"";""Married"";""Travel Insurance"";979;200000;""High"";1;12.8;""App"";""Credit Card"";""Google Ads"";1;0;0;0;7689;17;480.0;24;""Tier 2"";""No"";""3.0"";4.6"
"790;60;""Male"";""Rural"";""Engineer"";""Upper"";""Single"";""Health Insurance"";30920;500000;""Low"";3;10.7;""App"";""Credit Card"";""Email"";0;1;0;1;8405;14;17.7;74;""Tier 2"";""Yes"";"""";5.5"
"791;49;""Male"";""Rural"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";28999;20000000;""High"";0;11.6;""Mobile"";""NetBanking"";""Email"";1;1;0;2;11401;16;14.5;3;""Tier 2"";""No"";"""";4.1000000000000005"
"792;59;""Male"";""Urban"";""Retired"";""Middle"";""Married"";""Health Insurance"";38264;1000000;""Low"";0;16.5;""Desktop"";""UPI"";""Partner Site"";1;0;0;3;12847;7;17.5;49;""Tier 2"";""No"";"""";4.3"
"793;70;""Male"";""Semi-Urban"";""Retired"";""Middle"";""Married"";""Travel Insurance"";622;200000;""High"";2;7.7;""Desktop"";""UPI"";""SMS"";1;0;0;0;14246;5;240.0;63;""Tier 2"";""No"";""10.0"";5.8"
"794;59;""Female"";""Semi-Urban"";""Student"";""Lower"";""Single"";""Travel Insurance"";417;50000;""Low"";1;6.3;""Mobile"";""Credit Card"";""Partner Site"";0;1;0;0;3010;17;60.0;78;""Tier 2"";""No"";""7.0"";5.3"
"795;28;""Male"";""Urban"";""Student"";""Lower"";""Single"";""Health Insurance"";8865;300000;""Low"";0;12.3;""Desktop"";""NetBanking"";""App"";1;0;0;2;3441;19;15.4;82;""Tier 2"";""Yes"";"""";5.0"
"796;21;""Female"";""Rural"";""Student"";""Lower"";""Single"";""Health Insurance"";8526;400000;""Low"";1;6.3;""Desktop"";""UPI"";""Google Ads"";0;0;0;3;4300;18;9.6;65;""Tier 1"";""Yes"";"""";5.4"
"797;47;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";458;50000;""Medium"";2;12.5;""App"";""Credit Card"";""SMS"";0;1;1;2;14329;9;420.0;28;""Tier 1"";""Yes"";""7.0"";6.5"
"798;67;""Female"";""Semi-Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";979;200000;""Medium"";1;13.7;""Mobile"";""UPI"";""Email"";1;0;0;3;13833;18;600.0;20;""Tier 2"";""No"";""3.0"";5.3"
"799;47;""Male"";""Urban"";""Retired"";""Middle"";""Married"";""Travel Insurance"";687;50000;""Medium"";1;5.5;""Mobile"";""Credit Card"";""Google Ads"";0;1;0;1;14976;15;480.0;36;""Tier 2"";""Yes"";""10.0"";4.6"
"800;60;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";587;200000;""Low"";0;9.9;""Desktop"";""UPI"";""Partner Site"";0;1;0;0;11698;15;240.0;50;""Tier 1"";""No"";""5.0"";5.3"
"801;27;""Male"";""Urban"";""IT Professional"";""Upper"";""Single"";""Health Insurance"";8865;300000;""Low"";3;9.7;""Desktop"";""Debit Card"";""Partner Site"";0;0;0;2;4531;14;18.2;70;""Tier 2"";""No"";"""";5.1"
"802;67;""Female"";""Urban"";""Retired"";""Middle"";""Married"";""Health Insurance"";64232;500000;""Low"";0;12.6;""App"";""Credit Card"";""App"";0;0;0;2;9437;4;27.1;53;""Tier 3"";""Yes"";"""";4.3"
"803;68;""Female"";""Rural"";""IT Professional"";""Upper"";""Married"";""Life Insurance"";22777;10000000;""High"";0;4.0;""App"";""UPI"";""Partner Site"";0;0;0;1;12058;3;9.3;17;""Tier 3"";""No"";"""";3.9000000000000004"
"804;62;""Female"";""Urban"";""Retired"";""Middle"";""Married"";""Health Insurance"";41470;500000;""Low"";0;9.4;""Desktop"";""UPI"";""Email"";0;0;0;3;2713;14;11.5;12;""Tier 2"";""Yes"";"""";4.3"
"805;74;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Life Insurance"";22777;10000000;""High"";1;13.6;""Mobile"";""NetBanking"";""Email"";0;1;0;1;12776;7;19.2;82;""Tier 1"";""No"";"""";5.0"
"806;20;""Female"";""Rural"";""Teacher"";""Middle"";""Married"";""Life Insurance"";6419;1500000;""High"";0;9.8;""App"";""Debit Card"";""App"";0;1;0;2;2029;17;19.0;70;""Tier 3"";""No"";"""";4.3"
"807;58;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";417;50000;""Low"";2;12.1;""Mobile"";""UPI"";""Email"";1;0;1;0;13113;16;120.0;81;""Tier 3"";""Yes"";""5.0"";6.8999999999999995"
"808;55;""Female"";""Semi-Urban"";""Retired"";""Middle"";""Married"";""Travel Insurance"";417;50000;""Low"";1;13.5;""Mobile"";""Credit Card"";""Google Ads"";1;1;0;3;5952;5;240.0;59;""Tier 2"";""Yes"";""14.0"";4.6"
"809;78;""Female"";""Semi-Urban"";""Freelancer"";""Middle"";""Married"";""Travel Insurance"";622;50000;""Low"";1;4.5;""Desktop"";""Credit Card"";""Google Ads"";1;1;0;3;3214;14;120.0;8;""Tier 3"";""No"";""3.0"";5.0"
"810;73;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Life Insurance"";22777;10000000;""High"";0;15.6;""Mobile"";""UPI"";""SMS"";0;0;0;0;12892;18;20.9;7;""Tier 1"";""Yes"";"""";3.5"
"811;66;""Female"";""Urban"";""Engineer"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""High"";0;14.0;""App"";""Credit Card"";""SMS"";0;1;0;1;11146;9;6.4;42;""Tier 1"";""Yes"";"""";4.199999999999999"
"812;49;""Female"";""Semi-Urban"";""Freelancer"";""Middle"";""Single"";""Health Insurance"";18357;500000;""Medium"";0;9.8;""Desktop"";""NetBanking"";""App"";1;0;0;3;13295;7;11.7;60;""Tier 1"";""Yes"";"""";4.699999999999999"
"813;48;""Male"";""Rural"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""Low"";2;14.6;""Desktop"";""UPI"";""Partner Site"";1;0;1;2;8903;3;11.7;31;""Tier 3"";""Yes"";"""";6.0"
"814;81;""Male"";""Rural"";""Teacher"";""Middle"";""Married"";""Life Insurance"";22777;10000000;""High"";2;10.9;""App"";""Debit Card"";""Email"";0;0;1;1;2572;1;11.9;59;""Tier 2"";""Yes"";"""";6.8"
"815;34;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""High"";1;8.6;""Desktop"";""Credit Card"";""Partner Site"";1;1;0;1;6828;18;7.4;0;""Tier 2"";""No"";"""";4.199999999999999"
"816;22;""Female"";""Rural"";""Student"";""Lower"";""Single"";""Pocket Insurance"";303;10000;""Low"";2;1.5;""App"";""Debit Card"";""Google Ads"";0;0;1;1;9071;9;15.0;16;""Tier 2"";""No"";"""";6.8999999999999995"
"817;35;""Male"";""Urban"";""Retired"";""Middle"";""Married"";""Life Insurance"";11696;2500000;""Medium"";1;8.1;""Mobile"";""NetBanking"";""Partner Site"";0;0;0;2;7936;12;19.4;18;""Tier 2"";""No"";"""";3.9"
"818;60;""Male"";""Semi-Urban"";""Teacher"";""Middle"";""Married"";""Health Insurance"";27972;400000;""High"";0;12.3;""App"";""Debit Card"";""SMS"";0;0;0;3;11819;4;8.6;57;""Tier 1"";""Yes"";"""";4.3"
"819;29;""Male"";""Semi-Urban"";""Engineer"";""Upper"";""Single"";""Travel Insurance"";524;200000;""Low"";1;10.0;""Mobile"";""Credit Card"";""Email"";1;1;0;3;10032;4;240.0;77;""Tier 1"";""No"";""3.0"";4.199999999999999"
"820;69;""Female"";""Rural"";""Student"";""Lower"";""Single"";""Life Insurance"";22777;10000000;""Low"";2;4.4;""Mobile"";""NetBanking"";""Google Ads"";0;0;1;2;4752;19;5.6;64;""Tier 2"";""No"";"""";6.2"
"821;66;""Male"";""Rural"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";22777;10000000;""Medium"";0;6.4;""Mobile"";""Debit Card"";""Partner Site"";0;1;0;0;14988;18;11.4;70;""Tier 1"";""No"";"""";4.1000000000000005"
"822;74;""Female"";""Urban"";""Freelancer"";""Middle"";""Married"";""Travel Insurance"";979;50000;""Low"";3;7.8;""Desktop"";""UPI"";""App"";0;0;1;1;6379;13;600.0;74;""Tier 1"";""No"";""7.0"";6.2"
"823;57;""Female"";""Rural"";""Student"";""Lower"";""Single"";""Health Insurance"";35023;750000;""Medium"";1;8.2;""Mobile"";""Credit Card"";""App"";1;0;0;3;11713;13;16.4;56;""Tier 2"";""Yes"";"""";5.4"
"824;81;""Male"";""Urban"";""Student"";""Lower"";""Single"";""Health Insurance"";61302;300000;""High"";1;21.5;""Desktop"";""Credit Card"";""Partner Site"";1;1;1;2;12618;2;12.1;74;""Tier 2"";""Yes"";"""";6.3"
"825;20;""Male"";""Rural"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""High"";0;7.5;""App"";""UPI"";""App"";0;0;0;3;7882;14;13.8;34;""Tier 2"";""Yes"";"""";4.6"
"826;41;""Male"";""Semi-Urban"";""Freelancer"";""Middle"";""Married"";""Pocket Insurance"";538;200000;""High"";1;9.3;""Mobile"";""Debit Card"";""Partner Site"";1;0;1;2;9541;2;13.3;55;""Tier 2"";""Yes"";"""";6.3"
"827;40;""Female"";""Urban"";""Teacher"";""Middle"";""Married"";""Travel Insurance"";569;200000;""High"";1;10.1;""Mobile"";""UPI"";""Email"";1;0;0;0;14959;13;360.0;7;""Tier 2"";""Yes"";""10.0"";4.6"
"828;81;""Male"";""Urban"";""Retired"";""Middle"";""Married"";""Life Insurance"";28999;20000000;""Medium"";0;11.1;""Desktop"";""Debit Card"";""Partner Site"";0;1;0;2;12559;16;13.8;24;""Tier 3"";""No"";"""";3.9"
"829;32;""Male"";""Urban"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""Medium"";2;5.7;""Desktop"";""Credit Card"";""SMS"";0;1;0;0;13873;15;15.4;66;""Tier 2"";""Yes"";"""";5.6"
"830;65;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Life Insurance"";11696;2500000;""Low"";2;6.6;""App"";""UPI"";""SMS"";0;0;1;0;8567;4;8.4;40;""Tier 1"";""No"";"""";6.2"
"831;33;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Health Insurance"";13002;750000;""Low"";1;9.4;""App"";""UPI"";""SMS"";1;0;0;3;7595;16;4.9;38;""Tier 2"";""No"";"""";5.4"
"832;58;""Female"";""Urban"";""Engineer"";""Upper"";""Single"";""Travel Insurance"";687;50000;""Low"";1;6.5;""App"";""UPI"";""Email"";0;0;0;1;7693;19;600.0;68;""Tier 2"";""Yes"";""14.0"";4.199999999999999"
"833;51;""Male"";""Urban"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";28999;20000000;""Medium"";0;11.0;""Mobile"";""Credit Card"";""Email"";1;0;0;2;3527;1;4.6;22;""Tier 1"";""No"";"""";5.0"
"834;36;""Male"";""Semi-Urban"";""Teacher"";""Middle"";""Married"";""Life Insurance"";28999;20000000;""High"";0;7.2;""Desktop"";""Credit Card"";""Partner Site"";1;0;0;1;4020;9;17.2;63;""Tier 1"";""No"";"""";3.9"
"835;69;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Pocket Insurance"";567;300000;""Medium"";1;9.2;""App"";""Debit Card"";""App"";1;0;0;0;12949;7;18.6;88;""Tier 2"";""No"";"""";4.199999999999999"
"836;55;""Female"";""Semi-Urban"";""Student"";""Lower"";""Single"";""Travel Insurance"";807;200000;""Medium"";0;10.9;""App"";""Credit Card"";""Email"";0;0;1;2;9715;2;840.0;44;""Tier 2"";""No"";""10.0"";6.6"
"837;43;""Female"";""Rural"";""Engineer"";""Upper"";""Married"";""Travel Insurance"";687;50000;""Medium"";0;8.1;""Mobile"";""Credit Card"";""SMS"";0;1;0;1;6681;19;480.0;17;""Tier 1"";""Yes"";""14.0"";4.6"
"838;21;""Female"";""Rural"";""Retired"";""Middle"";""Married"";""Pocket Insurance"";303;10000;""Low"";1;10.8;""Desktop"";""NetBanking"";""Email"";0;1;0;1;5814;5;6.9;73;""Tier 3"";""Yes"";"""";5.0"
"839;31;""Female"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";28999;20000000;""Low"";2;16.6;""Mobile"";""Debit Card"";""SMS"";0;0;0;1;11180;7;11.9;42;""Tier 3"";""No"";"""";4.9"
"840;43;""Male"";""Rural"";""Freelancer"";""Middle"";""Single"";""Health Insurance"";13572;400000;""High"";0;11.7;""App"";""NetBanking"";""Email"";1;1;0;3;7248;11;14.9;12;""Tier 2"";""Yes"";"""";5.1"
"841;36;""Female"";""Semi-Urban"";""Engineer"";""Upper"";""Single"";""Life Insurance"";11696;2500000;""Low"";0;4.8;""Mobile"";""NetBanking"";""SMS"";1;1;0;2;12510;8;10.1;84;""Tier 1"";""Yes"";"""";3.5"
"842;56;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Life Insurance"";22777;10000000;""Low"";1;5.7;""Desktop"";""UPI"";""Email"";0;0;0;1;6522;15;15.2;38;""Tier 3"";""No"";"""";4.6"
"843;70;""Male"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Travel Insurance"";729;50000;""Medium"";2;13.9;""Desktop"";""NetBanking"";""Partner Site"";0;1;0;3;2158;9;360.0;67;""Tier 1"";""Yes"";""2.0"";5.6"
"844;78;""Male"";""Rural"";""Freelancer"";""Middle"";""Married"";""Travel Insurance"";622;50000;""Low"";2;5.8;""Mobile"";""Credit Card"";""Email"";0;0;1;0;7062;18;180.0;57;""Tier 2"";""No"";""2.0"";6.6000000000000005"
"845;64;""Female"";""Urban"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";538;200000;""Medium"";0;8.0;""Desktop"";""Credit Card"";""Partner Site"";0;1;0;2;11761;2;14.0;12;""Tier 2"";""No"";"""";5.699999999999999"
"846;72;""Male"";""Semi-Urban"";""Retired"";""Middle"";""Married"";""Travel Insurance"";979;200000;""Medium"";0;12.9;""App"";""Debit Card"";""Partner Site"";0;0;0;0;11110;11;600.0;33;""Tier 2"";""No"";""10.0"";4.6"
"847;46;""Male"";""Semi-Urban"";""Engineer"";""Upper"";""Married"";""Health Insurance"";15126;300000;""Low"";2;9.7;""Mobile"";""Debit Card"";""App"";1;1;0;2;5847;6;18.9;80;""Tier 2"";""Yes"";"""";5.1"
"848;48;""Female"";""Rural"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";538;200000;""High"";0;13.5;""Desktop"";""Debit Card"";""Partner Site"";0;0;0;3;7657;6;16.2;78;""Tier 1"";""Yes"";"""";5.0"
"849;69;""Female"";""Urban"";""IT Professional"";""Upper"";""Single"";""Travel Insurance"";622;50000;""Low"";0;2.9;""Mobile"";""Debit Card"";""Partner Site"";1;1;0;2;8358;14;180.0;5;""Tier 1"";""No"";""7.0"";4.199999999999999"
"850;21;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";356;50000;""High"";0;8.7;""Mobile"";""UPI"";""Google Ads"";0;0;0;2;13245;6;180.0;27;""Tier 3"";""No"";""2.0"";5.699999999999999"
"851;20;""Male"";""Urban"";""Freelancer"";""Middle"";""Married"";""Pocket Insurance"";303;10000;""High"";1;9.6;""App"";""NetBanking"";""App"";0;1;0;3;10827;19;9.3;37;""Tier 3"";""Yes"";"""";5.0"
"852;29;""Male"";""Rural"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""Low"";1;13.2;""Desktop"";""NetBanking"";""SMS"";1;0;0;3;14593;6;8.7;57;""Tier 3"";""No"";"""";4.6"
"853;45;""Female"";""Urban"";""Student"";""Lower"";""Single"";""Life Insurance"";22777;10000000;""High"";1;11.9;""Desktop"";""UPI"";""SMS"";1;1;0;0;14291;9;14.3;54;""Tier 3"";""Yes"";"""";4.6"
"854;25;""Female"";""Rural"";""Student"";""Lower"";""Single"";""Life Insurance"";6419;1500000;""High"";3;1.5;""App"";""Credit Card"";""App"";1;1;1;3;2801;5;13.5;64;""Tier 2"";""Yes"";"""";6.2"
"855;38;""Female"";""Rural"";""Engineer"";""Upper"";""Single"";""Life Insurance"";28999;20000000;""Medium"";0;12.4;""App"";""Debit Card"";""Email"";0;0;0;0;14970;17;18.7;25;""Tier 1"";""No"";"""";3.9000000000000004"
"856;27;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Health Insurance"";8865;300000;""Low"";0;3.9;""Desktop"";""Debit Card"";""SMS"";1;1;0;1;10244;15;22.9;25;""Tier 3"";""Yes"";"""";5.0"
"857;18;""Female"";""Urban"";""IT Professional"";""Upper"";""Single"";""Pocket Insurance"";303;10000;""Medium"";0;10.0;""Desktop"";""NetBanking"";""Google Ads"";1;1;0;3;6513;15;17.8;31;""Tier 2"";""No"";"""";4.199999999999999"
"858;40;""Male"";""Urban"";""Teacher"";""Middle"";""Married"";""Health Insurance"";14395;750000;""Low"";0;11.1;""Desktop"";""Debit Card"";""Partner Site"";1;1;0;2;13389;15;16.9;84;""Tier 2"";""No"";"""";4.3"
"859;57;""Male"";""Urban"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";538;200000;""High"";1;13.5;""App"";""UPI"";""Google Ads"";1;0;0;2;5892;3;16.2;85;""Tier 3"";""No"";"""";4.6"
"860;63;""Male"";""Urban"";""Student"";""Lower"";""Single"";""Pocket Insurance"";567;300000;""High"";0;6.4;""Mobile"";""UPI"";""Email"";0;0;0;1;14621;17;5.7;65;""Tier 2"";""No"";"""";5.3"
"861;56;""Female"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Health Insurance"";30920;500000;""Low"";3;9.5;""App"";""UPI"";""App"";0;1;0;2;3494;15;14.9;12;""Tier 2"";""No"";"""";5.3"
"862;60;""Male"";""Rural"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";11696;2500000;""Medium"";2;13.2;""Desktop"";""Credit Card"";""SMS"";1;1;0;0;6557;10;11.9;83;""Tier 3"";""Yes"";"""";5.300000000000001"
"863;60;""Male"";""Rural"";""Retired"";""Middle"";""Married"";""Pocket Insurance"";538;200000;""High"";1;9.0;""App"";""NetBanking"";""SMS"";0;1;0;0;14922;14;9.5;87;""Tier 1"";""No"";"""";5.0"
"864;62;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";622;200000;""High"";1;10.9;""App"";""Debit Card"";""Google Ads"";1;1;0;1;7550;8;120.0;17;""Tier 2"";""No"";""10.0"";5.3"
"865;56;""Female"";""Semi-Urban"";""Freelancer"";""Middle"";""Married"";""Health Insurance"";25593;300000;""Medium"";1;10.5;""App"";""Credit Card"";""App"";0;1;0;1;13344;13;13.3;51;""Tier 3"";""No"";"""";4.699999999999999"
"866;39;""Female"";""Urban"";""Teacher"";""Middle"";""Married"";""Health Insurance"";14395;750000;""High"";0;10.2;""Desktop"";""NetBanking"";""Partner Site"";0;1;0;0;6493;8;11.6;51;""Tier 2"";""Yes"";"""";4.3"
"867;44;""Female"";""Rural"";""Engineer"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""Low"";1;6.8;""Mobile"";""Debit Card"";""Partner Site"";0;1;0;2;13305;19;11.5;18;""Tier 2"";""Yes"";"""";4.6"
"868;18;""Female"";""Rural"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";303;10000;""Low"";1;11.4;""App"";""UPI"";""Email"";0;0;0;1;14589;13;14.9;87;""Tier 2"";""Yes"";"""";5.0"
"869;63;""Male"";""Rural"";""Student"";""Lower"";""Single"";""Life Insurance"";28999;20000000;""Medium"";1;7.7;""App"";""UPI"";""Google Ads"";1;0;0;3;2905;13;20.0;13;""Tier 1"";""No"";"""";5.0"
"870;33;""Female"";""Rural"";""Freelancer"";""Middle"";""Single"";""Life Insurance"";22777;10000000;""High"";0;11.0;""App"";""Credit Card"";""Google Ads"";0;0;0;3;2080;16;10.1;48;""Tier 1"";""No"";"""";4.699999999999999"
"871;43;""Female"";""Semi-Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";417;50000;""High"";2;2.6;""Desktop"";""Credit Card"";""Email"";0;0;1;2;6293;19;180.0;22;""Tier 2"";""No"";""3.0"";6.5"
"872;18;""Male"";""Urban"";""Retired"";""Middle"";""Married"";""Life Insurance"";6419;1500000;""Low"";1;8.4;""Desktop"";""Debit Card"";""Google Ads"";0;1;0;1;2797;11;19.5;73;""Tier 1"";""No"";"""";3.9"
"873;25;""Male"";""Rural"";""Freelancer"";""Middle"";""Single"";""Travel Insurance"";356;50000;""Medium"";0;11.3;""App"";""NetBanking"";""Email"";0;1;0;3;8055;8;120.0;74;""Tier 2"";""Yes"";""5.0"";5.4"
"874;26;""Male"";""Semi-Urban"";""Engineer"";""Upper"";""Single"";""Health Insurance"";9676;400000;""Low"";1;7.7;""App"";""NetBanking"";""SMS"";0;0;0;1;9761;18;18.9;43;""Tier 2"";""Yes"";"""";3.9"
"875;53;""Female"";""Urban"";""Engineer"";""Upper"";""Married"";""Life Insurance"";11696;2500000;""High"";1;4.4;""App"";""Debit Card"";""Email"";0;1;0;0;11133;5;19.9;48;""Tier 3"";""Yes"";"""";3.5"
"876;18;""Female"";""Semi-Urban"";""Student"";""Lower"";""Single"";""Travel Insurance"";708;200000;""High"";3;12.0;""Mobile"";""Credit Card"";""Email"";1;1;1;0;8702;2;600.0;30;""Tier 3"";""No"";""2.0"";7.8"
"877;72;""Male"";""Semi-Urban"";""Engineer"";""Upper"";""Single"";""Life Insurance"";22777;10000000;""High"";1;8.9;""Desktop"";""NetBanking"";""SMS"";1;1;0;3;3341;9;15.5;74;""Tier 3"";""No"";"""";3.5"
"878;60;""Female"";""Urban"";""IT Professional"";""Upper"";""Married"";""Travel Insurance"";807;200000;""Medium"";2;2.9;""Desktop"";""NetBanking"";""Google Ads"";0;1;0;2;2049;15;480.0;81;""Tier 1"";""No"";""3.0"";5.3999999999999995"
"879;43;""Female"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Travel Insurance"";587;200000;""Low"";4;15.8;""App"";""UPI"";""Email"";0;1;1;2;10810;1;180.0;32;""Tier 3"";""No"";""3.0"";6.8999999999999995"
"880;49;""Female"";""Semi-Urban"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";538;200000;""Medium"";1;5.3;""Desktop"";""NetBanking"";""App"";1;0;0;3;6007;15;12.3;87;""Tier 1"";""Yes"";"""";4.6"
"881;40;""Male"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Life Insurance"";11696;2500000;""Low"";1;3.3;""App"";""NetBanking"";""SMS"";0;1;0;2;4695;4;16.7;62;""Tier 2"";""Yes"";"""";3.5"
"882;21;""Female"";""Urban"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""Medium"";2;13.3;""App"";""NetBanking"";""Google Ads"";0;1;0;0;10551;15;9.7;43;""Tier 2"";""No"";"""";5.3999999999999995"
"883;46;""Female"";""Semi-Urban"";""Engineer"";""Upper"";""Married"";""Life Insurance"";22777;10000000;""Medium"";0;14.7;""App"";""Credit Card"";""SMS"";1;0;0;0;11096;11;21.6;61;""Tier 3"";""No"";"""";3.5"
"884;56;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";641;200000;""Low"";2;10.6;""Mobile"";""Debit Card"";""App"";1;0;1;3;5106;5;360.0;12;""Tier 1"";""Yes"";""2.0"";6.5"
"885;24;""Female"";""Semi-Urban"";""Retired"";""Middle"";""Married"";""Health Insurance"";8526;400000;""High"";4;11.9;""Mobile"";""Credit Card"";""Email"";0;1;0;3;13060;9;19.3;8;""Tier 3"";""No"";"""";5.5"
"886;30;""Male"";""Rural"";""Student"";""Lower"";""Single"";""Travel Insurance"";524;200000;""Low"";4;7.7;""App"";""NetBanking"";""Google Ads"";0;1;1;1;14295;6;120.0;80;""Tier 3"";""Yes"";""14.0"";6.8999999999999995"
"887;35;""Female"";""Semi-Urban"";""Freelancer"";""Middle"";""Married"";""Travel Insurance"";569;200000;""High"";1;6.9;""Mobile"";""NetBanking"";""Email"";0;0;0;2;10772;12;300.0;85;""Tier 2"";""No"";""7.0"";5.0"
